passenger_id,name,flight_id,origin,destination,passenger_type,cabin,fare_class,special_assistance,priority_level,status
P00265,Yvonne Burns,FL0742,ICN,NRT,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00266,Joshua Reed,FL1084,NRT,HND,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00267,Kimberly Gibson,FL0675,DOH,BOM,DIRECT,Economy,M,False,NORMAL,ACTIVE
P00268,Colin Terry,FL1010,ICN,LAX,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P00269,Cynthia Rowe,FL2271,DOH,LHR,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P00270,Patrick Thornton,FL2007,MEL,PER,CONNECTING,Economy,B,False,HIGH,ACTIVE
P00271,Jasmin Alvarado,FL0630,DEL,DXB,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00272,Veronica Simpson,FL1012,ICN,LAX,DIRECT,Economy,M,False,NORMAL,ACTIVE
P00273,Jonathan Lawrence,FL0966,FRA,JFK,DIRECT,Economy,M,False,NORMAL,ACTIVE
P00274,Shelly Alexander,FL2681,DXB,BOM,DIRECT,Business,J,False,NORMAL,ACTIVE
P00275,Joyce Bowen,FL2378,ORD,LAX,CONNECTING,Business,J,False,HIGH,ACTIVE
P00276,Matthew Moore,FL2549,DOH,JFK,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00277,Wayne Morgan,FL2424,ORD,JFK,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00278,Marie Christian,FL2376,SIN,MEL,DIRECT,Economy,Y,True,HIGH,ACTIVE
P00279,Shannon James,FL1962,LAX,SFO,CONNECTING,Economy,Y,False,HIGH,ACTIVE
P00280,Nathan Malone,FL0364,ICN,LAX,CONNECTING,Economy,M,False,HIGH,ACTIVE
P00281,Amanda Jones,FL0864,JFK,LHR,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P00282,Tammie Bright,FL2272,SIN,SYD,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P00283,Jessica Garcia,FL0756,SIN,KUL,DIRECT,Economy,M,False,NORMAL,ACTIVE
P00284,Shelia Wallace,FL1634,DXB,DOH,CONNECTING,Economy,Y,False,HIGH,ACTIVE
P00285,Stephanie Williams,FL2186,SIN,KUL,DIRECT,Economy,M,False,NORMAL,ACTIVE
P00286,Elaine Brooks,FL0230,BOM,DEL,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P00287,Joseph Knight,FL2112,CDG,JFK,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P00288,Carolyn Miller,FL1224,LHR,FRA,DIRECT,Economy,M,False,NORMAL,ACTIVE
P00289,Lisa Allen,FL0273,NRT,HND,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P00290,Briana Murray,FL2558,LHR,BOM,DIRECT,Economy,M,False,NORMAL,ACTIVE
P00291,David Smith,FL0524,DOH,LHR,DIRECT,Economy,M,False,NORMAL,ACTIVE
P00292,Stephanie Byrd,FL1769,LAX,SFO,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P00293,Jeremy Reed,FL2984,DOH,JFK,DIRECT,Economy,M,False,NORMAL,ACTIVE
P00294,Margaret Coleman,FL2654,AMS,LHR,CONNECTING,Economy,B,False,HIGH,ACTIVE
P00295,Ryan Gonzalez,FL0440,ICN,NRT,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P00296,John Young,FL0628,BOM,DEL,DIRECT,Business,C,False,NORMAL,ACTIVE
P00297,Laura Haney,FL0201,SIN,SYD,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00298,William Barrett,FL1412,DXB,DOH,CONNECTING,Business,J,False,NORMAL,ACTIVE
P00299,Keith Jennings,FL1950,BOM,DEL,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00300,Amber Obrien,FL2019,LHR,CDG,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00301,Tanner Mitchell DDS,FL2665,LAX,JFK,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00302,Heather Fields,FL0592,DXB,SIN,DIRECT,Business,J,False,NORMAL,ACTIVE
P00303,Megan Le,FL0738,SIN,MEL,DIRECT,Business,C,False,NORMAL,ACTIVE
P00304,Sara Fuller,FL2354,SIN,NRT,DIRECT,First,F,False,NORMAL,ACTIVE
P00305,Maria Parker,FL1973,LHR,FRA,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P00306,Kevin Oconnor,FL1959,HKG,NRT,CONNECTING,First,F,False,NORMAL,ACTIVE
P00307,Edward Burgess,FL0745,JFK,LHR,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00308,Carlos Ryan,FL2422,ORD,LAX,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00309,Kiara Mcintyre,FL2757,DOH,SIN,DIRECT,Economy,M,False,NORMAL,ACTIVE
P00310,Dawn Summers,FL1232,DXB,DOH,DIRECT,Economy,M,False,NORMAL,ACTIVE
P00311,Dr. Paul Morgan,FL0541,CDG,NRT,CONNECTING,Economy,Y,False,HIGH,ACTIVE
P00312,Victor Taylor,FL1328,SIN,MEL,CONNECTING,Economy,Y,False,HIGH,ACTIVE
P00313,Shannon Ramsey,FL2412,HKG,SIN,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P00314,Tracy Ballard,FL1680,NRT,ICN,CONNECTING,Economy,B,False,HIGH,ACTIVE
P00315,Richard Smith,FL2773,SYD,AKL,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00316,Jordan Chambers,FL0065,AMS,LHR,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00317,Lauren Carson,FL2661,MEL,PER,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00318,Ashley Hall,FL1089,LAX,ORD,CONNECTING,Business,J,False,NORMAL,ACTIVE
P00319,Stephen Hoffman,FL2431,ICN,NRT,DIRECT,Economy,M,False,NORMAL,ACTIVE
P00320,Connie Brown,FL2520,LHR,JFK,DIRECT,Economy,B,False,HIGH,ACTIVE
P00321,Susan Turner,FL0605,ICN,SIN,DIRECT,Economy,M,False,NORMAL,ACTIVE
P00322,Charles Shah,FL0435,SIN,SYD,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00323,Johnathan Davis,FL0694,DXB,JFK,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00324,Brandy Chavez,FL0616,LAX,SFO,DIRECT,Business,J,False,NORMAL,ACTIVE
P00325,Natalie Bautista,FL0769,ORD,LAX,CONNECTING,First,F,False,NORMAL,ACTIVE
P00326,Patrick Moore,FL2628,AMS,FRA,CONNECTING,Business,J,False,HIGH,ACTIVE
P00327,Brett Burns,FL2699,SIN,MEL,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00328,Trevor Johnson,FL0133,NRT,BKK,DIRECT,Economy,B,False,HIGH,ACTIVE
P00329,Jeremy Sampson,FL2390,DXB,LHR,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00330,Ariana Jennings,FL0886,ICN,NRT,DIRECT,Economy,M,False,NORMAL,ACTIVE
P00331,Vanessa Howard,FL2397,MEL,PER,CONNECTING,Business,C,False,NORMAL,ACTIVE
P00332,Colton Martinez,FL1554,DEL,DXB,DIRECT,Economy,M,False,NORMAL,ACTIVE
P00333,Jordan Bates,FL0594,SIN,CGK,DIRECT,Economy,M,False,NORMAL,ACTIVE
P00334,Linda Smith,FL1080,DXB,SIN,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00335,Dana Martinez,FL1256,SYD,AKL,DIRECT,Economy,Y,False,HIGH,ACTIVE
P00336,Andrea Hubbard,FL0024,SIN,KUL,DIRECT,Business,C,False,NORMAL,ACTIVE
P00337,Daniel Kane,FL2642,DOH,SIN,DIRECT,First,F,False,NORMAL,ACTIVE
P00338,Charles Lester,FL1338,ORD,JFK,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00339,Scott Thomas,FL2830,JFK,BOS,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00340,David Thompson,FL0577,BOM,SIN,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00341,Allison Smith,FL1605,SIN,CGK,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00342,Cynthia Morris,FL0101,AMS,CDG,CONNECTING,Business,C,False,NORMAL,ACTIVE
P00343,Anthony Harmon,FL1060,BOM,DEL,CONNECTING,Economy,M,False,HIGH,ACTIVE
P00344,Nichole Alvarez,FL2791,NRT,ICN,DIRECT,Economy,M,False,HIGH,ACTIVE
P00345,Kayla Rodriguez,FL1447,BOM,SIN,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P00346,Theresa Williams,FL2547,BOM,SIN,DIRECT,Economy,Y,False,HIGH,ACTIVE
P00347,Sharon Boyd,FL1538,DEL,BOM,CONNECTING,Business,C,False,NORMAL,ACTIVE
P00348,Victor Brown,FL2188,JFK,BOS,DIRECT,Business,J,False,NORMAL,ACTIVE
P00349,James Parks,FL0116,DOH,LHR,DIRECT,Business,C,False,NORMAL,ACTIVE
P00350,Theodore Jones Jr.,FL0302,HKG,NRT,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00351,Ana Hill,FL0620,HKG,SYD,DIRECT,Business,J,False,HIGH,ACTIVE
P00352,Kimberly Nguyen,FL0958,DXB,ICN,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00353,Kerry Chavez DDS,FL0474,ORD,LAX,CONNECTING,Business,J,False,NORMAL,ACTIVE
P00354,Michael Farrell,FL1241,NRT,HND,DIRECT,Economy,Y,False,HIGH,ACTIVE
P00355,Patricia Le,FL0687,DOH,JFK,DIRECT,Economy,B,False,HIGH,ACTIVE
P00356,Jesse Perez,FL2202,LHR,JFK,DIRECT,Economy,M,False,NORMAL,ACTIVE
P00357,Jesse Perry,FL1387,LAX,SFO,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00358,Jeffery Ortega,FL2983,LAX,JFK,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00359,Christian Leblanc,FL2564,HKG,NRT,DIRECT,Business,C,False,NORMAL,ACTIVE
P00360,Ronald Davis,FL0559,DOH,LHR,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00361,Parker Cain,FL2397,MEL,PER,DIRECT,Business,C,False,NORMAL,ACTIVE
P00362,Laurie Hoffman,FL2799,LHR,JFK,CONNECTING,Business,C,False,NORMAL,ACTIVE
P00363,Bryan Gomez,FL0437,BOM,DXB,CONNECTING,Economy,Y,False,HIGH,ACTIVE
P00364,Nicole Parrish,FL1500,DOH,SIN,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P00365,Tracy Burke,FL2936,SIN,NRT,DIRECT,Business,C,False,NORMAL,ACTIVE
P00366,Kenneth Lewis,FL2712,DEL,BOM,CONNECTING,Economy,B,False,HIGH,ACTIVE
P00367,Courtney Rodriguez,FL1324,SYD,AKL,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00368,Holly Farmer,FL1577,DXB,BOM,CONNECTING,Business,J,False,NORMAL,ACTIVE
P00369,Renee Bruce,FL0316,ICN,NRT,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00370,Sabrina Austin,FL2670,AMS,LHR,DIRECT,Economy,B,False,HIGH,ACTIVE
P00371,Allison Hickman,FL1537,NRT,ICN,DIRECT,Business,J,False,NORMAL,ACTIVE
P00372,Debra White,FL2231,DXB,CDG,DIRECT,Business,J,False,NORMAL,ACTIVE
P00373,Ellen Morgan,FL1892,DXB,CDG,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P00374,Sergio Knight,FL1352,DXB,FRA,DIRECT,Business,J,False,NORMAL,ACTIVE
P00375,Charles Schultz,FL2997,SIN,KUL,DIRECT,Economy,M,False,NORMAL,ACTIVE
P00376,Paul Lewis,FL2304,SIN,BKK,DIRECT,Economy,M,False,NORMAL,ACTIVE
P00377,Glen Wood,FL1415,DOH,LHR,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00378,Paula Bradley,FL1920,DEL,BOM,DIRECT,Economy,M,False,HIGH,ACTIVE
P00379,Anthony Moore,FL0393,HKG,SYD,CONNECTING,Business,C,False,NORMAL,ACTIVE
P00380,Megan Nelson,FL0916,BOM,SIN,CONNECTING,Business,J,False,NORMAL,ACTIVE
P00381,Karla Ramos,FL1154,DEL,DXB,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P00382,Paul Wilson,FL0254,DXB,DOH,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00383,Douglas Gregory,FL2493,DXB,NRT,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00384,Mr. Andrew Foster,FL0612,LHR,AMS,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P00385,Aimee Turner,FL1341,LAX,ORD,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00386,Chad Scott,FL0407,DXB,BOM,DIRECT,Economy,M,False,NORMAL,ACTIVE
P00387,Adam Burgess,FL1752,HKG,SIN,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P00388,James Padilla,FL1896,DEL,SIN,DIRECT,Economy,M,False,NORMAL,ACTIVE
P00389,Sandra Drake,FL2748,SIN,BKK,CONNECTING,Economy,B,False,HIGH,ACTIVE
P00390,Scott Williams,FL1230,LHR,JFK,DIRECT,Economy,M,False,HIGH,ACTIVE
P00391,Thomas Atkins,FL0256,SIN,KUL,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00392,Laura Mckinney,FL1010,ICN,LAX,DIRECT,Economy,M,False,NORMAL,ACTIVE
P00393,Brian Smith,FL0005,SIN,BKK,CONNECTING,Economy,B,False,HIGH,ACTIVE
P00394,Robert Montgomery,FL1424,NRT,SIN,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00395,Tamara Davis,FL1515,SYD,AKL,CONNECTING,Economy,M,False,HIGH,ACTIVE
P00396,Dana Chapman,FL2952,DXB,DOH,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00397,Jennifer Collins,FL2667,FRA,NRT,DIRECT,Economy,M,False,NORMAL,ACTIVE
P00398,Gary Jackson,FL0097,AMS,CDG,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P00399,Ashley Hicks,FL1305,NRT,ICN,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P00400,Hannah Luna,FL0202,SIN,KUL,DIRECT,Business,C,False,NORMAL,ACTIVE
P00401,Robin Young,FL0876,SIN,MEL,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00402,Craig Morrison,FL0108,DOH,JFK,CONNECTING,Business,J,False,NORMAL,ACTIVE
P00403,Mary Thompson,FL1395,SIN,CGK,DIRECT,Business,J,False,NORMAL,ACTIVE
P00404,Kathleen Webster,FL0433,LAX,JFK,DIRECT,Economy,M,False,NORMAL,ACTIVE
P00405,Joann Glass,FL1234,CDG,JFK,CONNECTING,Business,J,False,NORMAL,ACTIVE
P00406,Madison Weber,FL1772,LHR,FRA,DIRECT,Business,J,False,NORMAL,ACTIVE
P00407,Lori Hernandez,FL1225,DEL,SIN,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P00408,Jeremy Turner,FL1571,FRA,SIN,DIRECT,Business,J,False,HIGH,ACTIVE
P00409,Anthony Romero,FL2140,LHR,CDG,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00410,Jesse Brown,FL0295,LAX,ORD,CONNECTING,Business,C,True,NORMAL,ACTIVE
P00411,Angela Lin,FL1318,AMS,LHR,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P00412,Lisa Hunter,FL2783,DXB,SIN,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00413,Julian Conner,FL1602,ICN,LAX,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P00414,Joanna Pacheco,FL2629,FRA,SIN,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00415,Erica Alvarez,FL2989,BOM,SIN,DIRECT,Economy,M,False,NORMAL,ACTIVE
P00416,Antonio Garcia,FL2062,FRA,JFK,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00417,Gwendolyn Klein,FL0097,AMS,CDG,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00418,Carrie Wright,FL0968,NRT,HND,CONNECTING,Economy,B,False,HIGH,ACTIVE
P00419,Jeffrey Mills,FL2461,SIN,NRT,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00420,Jake Campbell,FL0079,FRA,SIN,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P00421,George Harper,FL2094,LHR,AMS,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P00422,Maria Jones,FL1007,ORD,DFW,DIRECT,Economy,Y,False,HIGH,ACTIVE
P00423,Michael Mitchell,FL0528,AMS,FRA,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00424,Mary Escobar,FL2271,DOH,LHR,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00425,Felicia Aguilar,FL0790,AMS,LHR,DIRECT,Business,C,False,HIGH,ACTIVE
P00426,Gregory Ponce,FL2732,AMS,CDG,DIRECT,Business,C,False,HIGH,ACTIVE
P00427,Jenna Larson,FL0395,JFK,LHR,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00428,Emily Bennett,FL0849,SYD,AKL,DIRECT,First,F,False,NORMAL,ACTIVE
P00429,Robin Santiago,FL1433,DXB,ICN,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00430,Nancy Jennings,FL2199,NRT,LAX,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P00431,Maria Henderson,FL0171,FRA,NRT,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00432,Jack White,FL2089,CDG,DXB,CONNECTING,Economy,M,True,NORMAL,ACTIVE
P00433,Travis Tucker,FL2604,HKG,SIN,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P00434,Chad Jones,FL0600,JFK,LHR,DIRECT,Business,J,False,NORMAL,ACTIVE
P00435,Ashley Wise,FL2828,AMS,CDG,DIRECT,Business,J,False,NORMAL,ACTIVE
P00436,Sophia Johnson,FL0597,ORD,LAX,DIRECT,Economy,M,False,NORMAL,ACTIVE
P00437,Ralph Anderson,FL1467,AMS,LHR,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00438,Christopher Guerra,FL2823,DXB,ICN,DIRECT,Economy,B,False,HIGH,ACTIVE
P00439,Rhonda Martin,FL1637,FRA,NRT,DIRECT,Economy,B,False,HIGH,ACTIVE
P00440,Jason Rhodes,FL2446,LAX,ORD,CONNECTING,Economy,Y,False,HIGH,ACTIVE
P00441,Jeremy Mitchell,FL2802,SIN,SYD,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P00442,Joann Ferguson,FL2041,JFK,BOS,DIRECT,Business,J,False,NORMAL,ACTIVE
P00443,Robert Harrison,FL2204,JFK,SFO,DIRECT,Business,J,False,NORMAL,ACTIVE
P00444,Holly Valentine,FL1592,DXB,CDG,CONNECTING,Business,J,False,NORMAL,ACTIVE
P00445,Mrs. Diane Reyes,FL0248,HKG,SIN,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P00446,Tracy Montoya,FL2494,HKG,SIN,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00447,Brenda Wright,FL1141,DXB,SIN,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P00448,Shelly Spencer,FL0948,ORD,DFW,DIRECT,Economy,M,True,NORMAL,ACTIVE
P00449,Ryan Rosales,FL2323,CDG,DXB,CONNECTING,Economy,B,False,HIGH,ACTIVE
P00450,Phillip Nelson,FL1903,NRT,BKK,DIRECT,Economy,M,False,NORMAL,ACTIVE
P00451,Brittany Kim,FL2707,LHR,CDG,DIRECT,First,F,False,NORMAL,ACTIVE
P00452,Courtney Hayes,FL2433,HKG,SYD,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00453,Alexander Brown,FL2335,AMS,CDG,DIRECT,Economy,B,False,HIGH,ACTIVE
P00454,Cynthia Vang,FL1970,AMS,FRA,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P00455,Alfred Galvan,FL2333,BOM,SIN,DIRECT,Economy,M,False,HIGH,ACTIVE
P00456,Marie Moody,FL1480,LAX,ORD,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00457,Dustin Gallegos,FL1013,DOH,SIN,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P00458,Brenda Thornton,FL2206,SIN,CGK,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00459,Aaron Miller,FL0561,FRA,NRT,CONNECTING,Business,J,False,NORMAL,ACTIVE
P00460,Ruben Dunn,FL2741,FRA,SIN,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00461,Kelsey Rodriguez,FL1340,JFK,SFO,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00462,Eric Williams,FL1929,DOH,BOM,CONNECTING,Business,J,False,NORMAL,ACTIVE
P00463,Riley Bryant,FL1693,LHR,NRT,DIRECT,Economy,B,False,HIGH,ACTIVE
P00464,Taylor Carlson,FL2684,NRT,LAX,DIRECT,Business,C,False,NORMAL,ACTIVE
P00465,Jose Allen,FL0482,FRA,SIN,DIRECT,Economy,M,False,HIGH,ACTIVE
P00466,Jeffrey Mendez,FL0509,HKG,SYD,DIRECT,Economy,Y,False,HIGH,ACTIVE
P00467,Jason Beck,FL0107,HKG,SIN,DIRECT,Economy,M,False,NORMAL,ACTIVE
P00468,William Jones,FL2916,LHR,FRA,DIRECT,Economy,B,False,HIGH,ACTIVE
P00469,Katie Mcneil,FL1863,AMS,FRA,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P00470,Jeanette Harrison,FL0670,LAX,SFO,DIRECT,Business,J,False,NORMAL,ACTIVE
P00471,Veronica King,FL0368,DOH,JFK,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P00472,Richard Cooper,FL0454,DXB,DOH,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00473,Lori Ingram,FL1751,DXB,LHR,DIRECT,Economy,B,False,HIGH,ACTIVE
P00474,Evelyn Williams,FL1237,ORD,LAX,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00475,Robin Thompson,FL2743,CDG,NRT,DIRECT,Economy,M,False,NORMAL,ACTIVE
P00476,Julie Dominguez,FL0489,JFK,SFO,DIRECT,Economy,M,False,NORMAL,ACTIVE
P00477,Robin Brown,FL1357,SYD,AKL,DIRECT,Economy,M,False,HIGH,ACTIVE
P00478,Judith Carter,FL0882,DOH,LHR,DIRECT,Business,C,False,NORMAL,ACTIVE
P00479,Curtis Williams,FL0397,ICN,SIN,DIRECT,Business,J,False,NORMAL,ACTIVE
P00480,Kaylee Hays,FL2035,DXB,DEL,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00481,Dawn Mullins,FL2544,BOM,DEL,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00482,Howard Norman,FL0020,HKG,SIN,DIRECT,Business,J,False,HIGH,ACTIVE
P00483,Evelyn Martinez,FL0488,LHR,FRA,DIRECT,Economy,M,False,NORMAL,ACTIVE
P00484,Steve Paul,FL0414,ORD,JFK,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00485,Jasmine Beltran,FL0664,DXB,DEL,DIRECT,Economy,B,False,HIGH,ACTIVE
P00486,Jonathan Glass MD,FL2449,DXB,SIN,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00487,Monica Miller,FL2203,DXB,DOH,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00488,Samantha Gardner,FL1217,FRA,JFK,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00489,Bobby Guerrero,FL0969,ICN,NRT,DIRECT,Business,C,False,NORMAL,ACTIVE
P00490,Lance Simmons,FL0078,CDG,DXB,CONNECTING,Economy,Y,True,NORMAL,ACTIVE
P00491,Heather Williams,FL1609,DXB,LHR,DIRECT,Economy,B,True,NORMAL,ACTIVE
P00492,Heather Bolton,FL2400,DEL,DXB,DIRECT,Business,C,False,NORMAL,ACTIVE
P00493,William Gould,FL1050,JFK,BOS,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00494,Mark Cox,FL0160,DOH,SIN,DIRECT,Economy,M,False,NORMAL,ACTIVE
P00495,Meghan Cisneros,FL2679,FRA,SIN,CONNECTING,Business,C,False,NORMAL,ACTIVE
P00496,Lawrence Harrington,FL1062,DXB,NRT,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00497,Austin Osborne,FL0289,LAX,ORD,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P00498,James Bradley,FL0483,AMS,CDG,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P00499,Meghan Rush,FL1772,LHR,FRA,CONNECTING,Economy,M,False,HIGH,ACTIVE
P00500,Phillip Berry,FL1768,LHR,NRT,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P00501,Jennifer Banks,FL1872,SIN,CGK,DIRECT,Economy,M,False,NORMAL,ACTIVE
P00502,Brian Fitzgerald,FL2599,DOH,DEL,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00503,Mr. Justin Green III,FL2867,DOH,SIN,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00504,Zachary Mitchell,FL0807,DOH,SIN,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00505,Katherine Martinez,FL1743,SIN,SYD,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00506,Jodi Roach,FL0726,DEL,SIN,DIRECT,Economy,M,False,NORMAL,ACTIVE
P00507,Brandon Fleming,FL0570,LHR,AMS,DIRECT,Business,J,False,NORMAL,ACTIVE
P00508,Emma Reed,FL1552,AMS,FRA,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00509,Joshua Vance,FL0905,LAX,JFK,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00510,Michelle Ho,FL2300,SIN,CGK,DIRECT,Economy,M,True,NORMAL,ACTIVE
P00511,Rebecca Hicks,FL0434,ORD,DFW,DIRECT,Economy,M,False,HIGH,ACTIVE
P00512,Curtis Taylor,FL1908,SYD,MEL,DIRECT,Business,C,False,NORMAL,ACTIVE
P00513,Allison Spencer,FL0373,FRA,NRT,DIRECT,Economy,M,False,HIGH,ACTIVE
P00514,Robert Arnold,FL1968,SYD,MEL,CONNECTING,Business,C,False,NORMAL,ACTIVE
P00515,Angelica Parker,FL0713,DOH,LHR,DIRECT,Business,C,False,NORMAL,ACTIVE
P00516,Dr. Kelly Hammond DVM,FL0769,ORD,LAX,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00517,William Day,FL0045,BOM,DEL,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00518,Michael Cooper,FL2351,NRT,BKK,DIRECT,Economy,Y,False,HIGH,ACTIVE
P00519,Penny Bowman,FL2194,NRT,BKK,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00520,Vincent Reynolds,FL0867,JFK,LHR,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00521,Amy Martinez,FL2739,SIN,KUL,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P00522,Christopher Morris,FL2624,NRT,LAX,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00523,Hannah Everett,FL2925,SIN,NRT,DIRECT,Business,C,False,NORMAL,ACTIVE
P00524,Sarah King,FL2463,DXB,BOM,DIRECT,Economy,M,False,NORMAL,ACTIVE
P00525,Krista Martinez,FL2245,AMS,FRA,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P00526,Joseph Shaw,FL1320,LHR,AMS,DIRECT,Economy,B,False,NORMAL,ACTIVE
P00527,Todd Moore,FL0705,ICN,SIN,DIRECT,Economy,M,False,NORMAL,ACTIVE
P00528,Michelle Jacobs,FL0939,DEL,BOM,DIRECT,Economy,M,False,HIGH,ACTIVE
P00529,Kristy Bryan,FL2614,ICN,NRT,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
